LotNo=8J208472500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTestDate=2023/06/06 AM 09:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal,Spec,Fmodel,Rmodel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentID=AWPRF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatorID=25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Vf1,Vf2,Vr1,Ir1,Rs,Iv2,Wd2,Wp2,Hw2,Vf3,Iv3,Wd3,X,Y,Vf0,Thy1,Thy2,PEAK1,Ir2,Wp3,Purity2,Hw3,Purity3,Ir3,Vf4,Iv4,Wd4,Wp4,Purity4,HW4,Vf5,Vr2,Vr3,Ir4,Ir5,WdWp2,WdWp3,WdWp4,WPE2,WPE3,DWPE,POI2,POI3,DPOI
1381,1.6675,3.0911,40.2,0.924,1047.07,1094.03,448.71,457.81,18.82,3.0911,1094.03,448.71,139,138,1.6789,2.1098,2.1017,2.022,0.1436,457.26,2.9916,20.67,1.4674,2.2388,2.1017,1094.03,448.71,457.81,1.4333,18.1,3.0911,40.2,40.2,0.924,0.924,74.91,64.55,57.09,76.05,79.73,45.83,42.9,37.26,79.84
1382,2.4754,3.1008,30.9,1.4856,1376.62,1239.72,458.8,450.51,18.68,3.1008,1239.72,458.8,140,138,2.0336,1.8847,2.3063,1.6276,0.2635,441.07,2.6797,19.12,1.3899,1.0892,2.3063,1239.72,458.8,450.51,0.2006,21.5,3.1008,30.9,30.9,1.4856,1.4856,50.25,56.76,34.88,43.45,66.63,64.85,51,43.95,46.66
1383,1.5575,2.8948,16.1,0.7334,903.34,1350.63,444.49,454.57,18.89,2.8948,1350.63,444.49,141,138,1.6215,1.9962,1.7178,2.4366,1.8611,443.24,0.7778,19.91,1.5996,1.425,1.7178,1350.63,444.49,454.57,0.2162,19.15,2.8948,16.1,16.1,0.7334,0.7334,60.34,36.29,69.54,37.11,35.76,46.09,51.9,52.88,60.95
1384,2.2163,3.3854,10.6,2.1963,1185.51,1344.53,441.58,457.63,20.94,3.3854,1344.53,441.58,142,138,2.0731,1.9144,2.3296,2.4285,0.3158,448.14,1.3358,19.52,1.8675,0.418,2.3296,1344.53,441.58,457.63,2.8304,20.87,3.3854,10.6,10.6,2.1963,2.1963,77.07,64.82,51.75,77.41,32.56,49.43,37.21,76.55,56.37
1385,2.2958,2.9469,13.6,1.2682,1383.95,989.76,442.55,441.32,20.21,2.9469,989.76,442.55,143,138,2.1126,1.9151,2.3678,2.0225,2.9228,444.5,0.9984,21.29,2.5905,2.5065,2.3678,989.76,442.55,441.32,2.5796,21.03,2.9469,13.6,13.6,1.2682,1.2682,66.95,33.94,32.45,56.14,51.06,35.31,64.9,37.39,53.54
1386,1.789,2.8983,14.4,1.2169,1139.15,1071.86,453.94,441.13,21.77,2.8983,1071.86,453.94,144,138,2.1524,1.525,1.9989,1.5839,0.9157,443.88,1.5548,19.93,1.48,0.6081,1.9989,1071.86,453.94,441.13,2.4934,20.73,2.8983,14.4,14.4,1.2169,1.2169,79.68,65.99,40.95,73.72,45.83,45.69,66.12,44.04,33.92
1387,2.2433,3.3251,29.1,2.1453,979.48,1483.9,459.68,440.47,18.31,3.3251,1483.9,459.68,145,138,1.8877,1.652,1.9132,1.8075,1.7762,442.57,1.7467,19.5,0.5056,2.9559,1.9132,1483.9,459.68,440.47,2.9723,19.83,3.3251,29.1,29.1,2.1453,2.1453,61.98,41.32,48.7,38.69,35.62,75.99,37.25,53.19,73.77
1388,2.3277,3.2387,10.4,0.8085,936.24,1290.59,457.61,442.97,21.5,3.2387,1290.59,457.61,146,138,2.3995,1.8488,2.3105,1.584,0.6055,456.64,2.1864,21.06,1.131,0.0846,2.3105,1290.59,457.61,442.97,2.9438,18.36,3.2387,10.4,10.4,0.8085,0.8085,32.59,56.6,35.27,42.7,36.38,77.97,51.02,69.44,66.22
1389,1.8225,3.385,12.2,1.5944,819.39,1351.46,440.24,449.06,21.86,3.385,1351.46,440.24,147,138,2.4441,1.9699,2.1597,1.8506,0.4644,448.77,1.2515,19.31,0.8373,2.3162,2.1597,1351.46,440.24,449.06,2.7198,18.39,3.385,12.2,12.2,1.5944,1.5944,78,64.74,52.76,75.15,59.96,69.02,43.1,62.39,61.22
1390,1.8275,3.3647,43.2,0.055,1043.66,1420.7,446.17,441.76,18.72,3.3647,1420.7,446.17,148,138,2.1713,2.4021,2.0786,1.827,2.8868,450.59,2.7653,20.35,2.7557,0.8019,2.0786,1420.7,446.17,441.76,0.0814,18.32,3.3647,43.2,43.2,0.055,0.055,77.97,32.94,44.8,55.99,44.62,39.55,58.67,40.62,49.99
1391,1.7949,3.2999,43.6,0.8912,1149.3,1329.75,457.71,448.38,19.27,3.2999,1329.75,457.71,149,138,2.048,1.7579,1.7296,2.1655,1.084,459.81,2.5333,19.22,2.8444,2.3605,1.7296,1329.75,457.71,448.38,0.5486,20.77,3.2999,43.6,43.6,0.8912,0.8912,57.04,43.26,35.34,64.76,45.3,76.64,46.98,42.03,31.38
1392,1.6938,2.9644,12.1,2.0485,961.19,1261.8,450.17,441.18,19.21,2.9644,1261.8,450.17,150,138,1.6731,1.5721,1.5515,2.1766,0.4406,455.04,1.1271,19.04,2.5432,0.3414,1.5515,1261.8,450.17,441.18,0.7756,20.23,2.9644,12.1,12.1,2.0485,2.0485,43.47,57.35,67.83,71.13,70.76,37.92,43.08,60.28,55.95
1393,2.4589,3.0738,33.7,0.2179,1361.47,1137.23,455.94,459.97,18.6,3.0738,1137.23,455.94,151,138,2.4125,1.5637,2.1024,2.2795,2.4461,451.53,0.0468,20.19,2.0981,0.0511,2.1024,1137.23,455.94,459.97,0.7187,21.33,3.0738,33.7,33.7,0.2179,0.2179,73.79,44.87,59.55,75.11,56.94,79.44,75.33,63.14,30.62
1394,2.3782,3.4163,44.4,0.3347,1005.19,1332.26,441.4,455.06,21.8,3.4163,1332.26,441.4,152,138,2.0729,1.51,2.1012,2.105,1.7914,453.33,2.8759,21.24,2.9717,0.0125,2.1012,1332.26,441.4,455.06,0.4626,18.32,3.4163,44.4,44.4,0.3347,0.3347,59.63,60.41,38.8,44.65,39.64,48.48,44.23,60.99,55.54
1395,1.8387,3.4565,15.3,0.7981,1037.97,1004.04,447.09,444.1,20.56,3.4565,1004.04,447.09,153,138,1.6385,1.6859,1.9044,2.44,1.7647,440.38,0.2289,21.21,1.5736,1.8303,1.9044,1004.04,447.09,444.1,0.2958,19.89,3.4565,15.3,15.3,0.7981,0.7981,72.05,37.36,71.05,53.42,53.32,41.97,56.94,56.82,62.76
1396,1.871,2.8863,32,0.6707,879.31,1049.59,459.45,448.03,21.6,2.8863,1049.59,459.45,103,139,2.0979,2.0921,2.2696,2.1057,0.2018,444.08,2.0289,20.32,2.4511,1.3309,2.2696,1049.59,459.45,448.03,1.4027,19.75,2.8863,32,32,0.6707,0.6707,74.2,34.87,46.6,53.19,58.56,70.19,54.25,36.3,77.25
1397,2.1238,3.0381,22.9,2.0022,1444.99,827.03,446.56,451.67,21.42,3.0381,827.03,446.56,104,139,1.5682,2.3326,1.8385,1.8012,2.2752,458.42,2.2956,20.68,1.1225,0.3583,1.8385,827.03,446.56,451.67,2.326,18.78,3.0381,22.9,22.9,2.0022,2.0022,56.61,54.75,32.63,54.77,37.58,53.22,50.1,39.58,39.12
1398,2.1879,3.4621,16.8,1.7198,954.4,992.06,442.57,445.84,21.57,3.4621,992.06,442.57,105,139,2.2111,2.4142,2.0614,1.745,1.6174,441.63,0.3651,21.96,1.744,0.7346,2.0614,992.06,442.57,445.84,1.8604,21.28,3.4621,16.8,16.8,1.7198,1.7198,45.18,76.91,43.92,54.77,69.06,62.01,47.04,44.46,65.65
1399,2.4054,3.068,15.8,2.0027,802.02,946.55,442.8,454.34,20.99,3.068,946.55,442.8,106,139,1.9923,1.54,1.7241,1.9867,2.4845,442.2,1.2788,21.95,0.0325,0.9446,1.7241,946.55,442.8,454.34,2.636,21.71,3.068,15.8,15.8,2.0027,2.0027,66.66,66.08,54.95,75.08,79.41,77.4,39.83,53.87,35.24
1400,1.7438,3.116,20.6,0.1879,939.4,1472.61,450.44,452.86,21.42,3.116,1472.61,450.44,107,139,2.3897,1.8652,2.0304,2.0332,1.9964,457.07,2.8225,20.53,0.247,2.1607,2.0304,1472.61,450.44,452.86,0.3874,21.77,3.116,20.6,20.6,0.1879,0.1879,40.99,77.09,55.45,40.35,47.2,64.5,69.04,57.41,67.93
1401,2.2745,3.2574,35.1,1.7687,1029.07,826.67,444.89,459.02,19.99,3.2574,826.67,444.89,108,139,1.695,1.876,1.6771,1.6145,0.2187,448.01,0.4342,18.53,0.0333,1.6843,1.6771,826.67,444.89,459.02,2.0875,18.05,3.2574,35.1,35.1,1.7687,1.7687,77.07,58.04,64.67,70.25,34.65,64.36,74.72,73.96,45.65
1402,1.5454,3.021,46.7,2.7569,1091.74,863.34,446.67,451.48,19.9,3.021,863.34,446.67,109,139,2.3747,2.3715,1.9647,1.8071,0.1674,447.11,1.139,19.48,1.8962,1.2647,1.9647,863.34,446.67,451.48,1.4285,18.97,3.021,46.7,46.7,2.7569,2.7569,77.86,77.52,63.06,76,71.04,43.82,67.23,76.97,53.97
1403,1.8215,3.0396,36.6,0.6624,1460.11,1240.33,457.78,442.94,20.2,3.0396,1240.33,457.78,110,139,1.6861,1.8233,2.0088,2.1897,0.6065,450.08,2.6459,20.25,0.8434,0.7975,2.0088,1240.33,457.78,442.94,2.485,18.8,3.0396,36.6,36.6,0.6624,0.6624,49.77,67.48,79.8,52.61,54.89,31.21,55.69,41.77,53.27
1404,1.9898,3.2282,44.5,1.9754,947.8,1487.16,459.96,444.28,20.63,3.2282,1487.16,459.96,111,139,1.5942,1.8527,2.4564,1.5162,2.0493,451.33,2.5718,19,2.7992,2.4101,2.4564,1487.16,459.96,444.28,1.6635,20.48,3.2282,44.5,44.5,1.9754,1.9754,35.42,55.49,44.6,53.91,76.34,33.82,66.24,36.31,49.56
1405,2.2887,2.8134,29.2,2.2218,1366.5,1097.36,445.6,442.46,21.07,2.8134,1097.36,445.6,112,139,2.3141,1.5462,2.3874,2.4258,2.3271,453.76,0.5748,20.16,2.3739,1.0694,2.3874,1097.36,445.6,442.46,2.9491,18.52,2.8134,29.2,29.2,2.2218,2.2218,39.17,61.2,75.51,43.38,60.31,68.63,54.03,40.69,75.6
1406,1.7196,2.9979,38.2,2.8965,972.78,1109.78,445.64,443.04,21.63,2.9979,1109.78,445.64,113,139,2.2178,2.2765,1.6907,2.0933,0.4714,442.48,1.6768,19.12,1.642,0.8945,1.6907,1109.78,445.64,443.04,1.4187,18.99,2.9979,38.2,38.2,2.8965,2.8965,57.44,59.35,72.84,35.36,42.14,62.99,42.78,48.89,35.95
1407,1.8663,3.1988,31.9,0.8395,1230.09,870.15,459.44,459.77,20.19,3.1988,870.15,459.44,114,139,1.9055,2.4571,2.1323,2.4425,1.298,444.68,2.8241,20.72,2.383,0.0979,2.1323,870.15,459.44,459.77,1.2252,19.7,3.1988,31.9,31.9,0.8395,0.8395,68.36,58.89,48.72,62.57,64.21,45.27,49.87,33.78,64.34
1408,1.9521,3.0416,42.6,1.8789,1322.86,985.37,456.57,453.48,19.63,3.0416,985.37,456.57,115,139,2.1051,2.2238,1.6904,1.6174,0.1959,453.21,0.5723,19.9,2.7673,1.0521,1.6904,985.37,456.57,453.48,2.3527,19.06,3.0416,42.6,42.6,1.8789,1.8789,76.5,66.02,60.91,69.03,49.94,53.98,78.49,51.72,79.74
1409,1.8895,3.2178,15,0.7206,929.08,1394.13,459.67,452.03,20.58,3.2178,1394.13,459.67,116,139,1.6844,2.4952,2.0987,1.5098,0.6653,443.56,0.1676,18.84,0.3753,2.0529,2.0987,1394.13,459.67,452.03,0.294,20.84,3.2178,15,15,0.7206,0.7206,40.48,32.36,66.67,31.81,39.57,35.53,51.83,75.8,51.42
1410,2.2459,3.479,30.4,0.1973,1112.32,1330.27,457.96,448.93,19.71,3.479,1330.27,457.96,117,139,2.2285,1.5245,1.5385,1.748,2.9138,452.94,2.9456,20.37,2.1736,2.4708,1.5385,1330.27,457.96,448.93,1.5974,21.17,3.479,30.4,30.4,0.1973,0.1973,54.04,31.41,47.09,47.66,79.61,75.68,45.83,75.23,60.6
1411,2.4084,3.3393,25.3,1.1191,937.06,1001.85,459.36,451.7,21.96,3.3393,1001.85,459.36,118,139,2.1467,2.4147,1.926,2.0505,1.7066,444.13,0.4109,21.4,2.1592,1.3637,1.926,1001.85,459.36,451.7,0.9554,21.95,3.3393,25.3,25.3,1.1191,1.1191,68.15,40.01,32.69,63.02,62.11,74.82,51.62,67.69,37.97
1412,1.9792,3.1887,34.9,2.8966,1040.33,1161.81,444.18,450.17,19.6,3.1887,1161.81,444.18,119,139,1.6441,1.5488,2.1725,2.1927,2.9736,456.42,0.8613,18.95,1.5776,2.3667,2.1725,1161.81,444.18,450.17,0.9989,20.12,3.1887,34.9,34.9,2.8966,2.8966,37.65,72.62,31.52,59.11,75.16,74.96,42.24,57.8,62.18
1413,1.6066,3.497,17,2.8802,1382.93,847.03,449.89,456.34,20.11,3.497,847.03,449.89,120,139,1.6694,2.2348,1.6287,2.1871,2.2966,459.71,1.8995,19.16,1.9075,1.2719,1.6287,847.03,449.89,456.34,1.8562,20.32,3.497,17,17,2.8802,2.8802,69.03,49.45,50.88,76.41,74.47,67.24,54.76,71.5,51.62
1414,2.0141,3.0288,48.2,0.9238,1085.39,1271.75,458.59,443.71,21.21,3.0288,1271.75,458.59,121,139,1.521,2.0068,1.8198,2.3946,2.6879,440.19,0.0455,19.06,1.6848,2.2422,1.8198,1271.75,458.59,443.71,2.9186,21.87,3.0288,48.2,48.2,0.9238,0.9238,53.37,71.7,44.51,78.16,71.89,69.02,58.31,63.91,45.24
1415,2.3025,2.9464,42.2,1.4529,1342.24,1136.98,440.5,445.58,18.37,2.9464,1136.98,440.5,122,139,1.5784,2.2153,1.5845,1.8031,2.1242,447.54,1.3544,19.31,1.8981,1.2598,1.5845,1136.98,440.5,445.58,2.2859,18.33,2.9464,42.2,42.2,1.4529,1.4529,73.88,39.04,35.11,40.05,45.83,38.08,58.88,67.6,72.98
1416,2.2106,3.107,28.2,2.2813,927.63,1374.89,441.29,443.21,21.77,3.107,1374.89,441.29,123,139,2.1913,1.8768,1.6248,2.1677,2.2205,444.4,1.762,20.16,2.129,1.5859,1.6248,1374.89,441.29,443.21,0.2878,19.52,3.107,28.2,28.2,2.2813,2.2813,57.68,34.62,33.37,51.27,57.63,46.96,59.01,55.64,55.71
1417,1.7543,3.4843,25.7,0.5733,1494.21,951.73,448.09,444.44,20.7,3.4843,951.73,448.09,124,139,2.2649,1.5433,2.4276,1.5685,0.8451,451.25,2.989,18.1,2.1828,0.4817,2.4276,951.73,448.09,444.44,1.9882,18.78,3.4843,25.7,25.7,0.5733,0.5733,69.76,34.07,48.75,56.93,36,60.38,77.89,45.47,43.25
1418,1.81,2.995,49.3,0.6473,1292.46,1024.62,450.91,456.02,18.66,2.995,1024.62,450.91,125,139,2.498,1.7936,2.2799,2.4376,2.0191,447.4,2.6266,21.77,2.0333,0.9823,2.2799,1024.62,450.91,456.02,2.0307,18.64,2.995,49.3,49.3,0.6473,0.6473,31.12,40.92,52.15,37.28,34.48,67.25,30.08,36.87,64.08
1419,2.163,3.0714,48.6,1.3238,1165.31,1110.7,443.81,446.7,20.19,3.0714,1110.7,443.81,126,139,2.322,1.902,1.5571,1.5562,2.3406,456.69,2.6933,20.5,2.1253,0.1524,1.5571,1110.7,443.81,446.7,0.9766,21.88,3.0714,48.6,48.6,1.3238,1.3238,57.77,76.48,38.66,71.38,38.48,35.79,45,75,77.6
1420,2.329,3.2667,45.2,2.6049,1373.71,1303.69,453.81,455.86,18.22,3.2667,1303.69,453.81,127,139,1.9277,2.4306,2.2248,2.0821,1.6256,455.09,1.1787,20.27,2.0814,1.02,2.2248,1303.69,453.81,455.86,0.3426,20.96,3.2667,45.2,45.2,2.6049,2.6049,49.21,38.37,76.64,41,69.01,36.43,76.41,67.84,58.27
1421,2.2823,2.8102,21.5,0.7024,1346.97,1145.92,443.94,445.05,18.05,2.8102,1145.92,443.94,128,139,2.3029,2.0106,1.7378,1.8933,0.2632,447.73,1.1055,21.97,0.1328,1.7058,1.7378,1145.92,443.94,445.05,2.6348,19.78,2.8102,21.5,21.5,0.7024,0.7024,65.95,63.96,57.09,53.06,36.49,61.36,43.58,32.34,52.32
1422,2.141,2.8854,17,0.8203,842.65,1383.94,448.91,442.7,21.25,2.8854,1383.94,448.91,129,139,1.6092,1.8296,1.6448,2.1437,1.7883,451.1,2.7127,21.13,2.1573,2.6219,1.6448,1383.94,448.91,442.7,0.4065,19.69,2.8854,17,17,0.8203,0.8203,71.44,75.1,40.17,30.11,30.48,41.45,60.37,49.93,43.59
1423,2.4199,3.4959,49.6,1.9004,854.54,1386.43,440.68,446.63,18.91,3.4959,1386.43,440.68,130,139,2.1526,1.5313,1.7423,1.898,0.9395,442.6,0.1973,18.07,0.7399,2.4869,1.7423,1386.43,440.68,446.63,0.9301,18.44,3.4959,49.6,49.6,1.9004,1.9004,77.15,65.9,57.55,49.05,34.4,49.72,53.41,75.6,32.95
1424,2.1955,2.9342,33.5,2.4536,952.23,1304.39,452.02,450.29,20.8,2.9342,1304.39,452.02,131,139,1.5339,1.6319,1.6869,1.8451,2.8375,442.95,1.7168,18.86,0.95,2.1096,1.6869,1304.39,452.02,450.29,2.7937,20.94,2.9342,33.5,33.5,2.4536,2.4536,46.87,70.81,33.07,63.15,79.8,67.44,34.58,76.62,43.86
1425,2.4382,3.201,14.2,1.004,891.17,826.68,443.44,458.95,20.7,3.201,826.68,443.44,132,139,1.708,1.964,2.4639,1.823,1.6643,442.16,2.9319,18.79,1.1752,1.4058,2.4639,826.68,443.44,458.95,2.2165,20.74,3.201,14.2,14.2,1.004,1.004,39.81,51.45,61.23,73.47,55.88,76.03,64.88,43.12,74.12
1426,2.4849,3.2638,47.9,1.8435,1121.26,1110.42,451.6,458.27,21.66,3.2638,1110.42,451.6,133,139,2.2692,2.0397,2.4027,2.4366,1.3368,446.46,0.1352,20.91,1.901,1.7336,2.4027,1110.42,451.6,458.27,2.1264,21.28,3.2638,47.9,47.9,1.8435,1.8435,54.69,71.32,62.78,65.96,61.94,65.12,37.34,49.5,59.06
1427,2.3349,2.8258,19.5,0.8726,1177.27,943.12,440.53,458.32,18.1,2.8258,943.12,440.53,134,139,1.5534,1.8762,1.9351,1.9543,1.2663,442.94,0.6884,21,2.2153,1.3074,1.9351,943.12,440.53,458.32,0.2661,18.02,2.8258,19.5,19.5,0.8726,0.8726,74.59,52.29,36.25,46.42,79.81,78.06,46.01,51.33,38.4
1428,1.6657,3.466,11.9,0.1567,1168.78,1079.66,441.86,456.87,18.2,3.466,1079.66,441.86,135,139,2.1807,2.0988,1.7103,1.5135,2.0711,459.89,1.3469,20.61,0.2635,1.5239,1.7103,1079.66,441.86,456.87,2.3773,20.88,3.466,11.9,11.9,0.1567,0.1567,34.46,33.7,33.83,44.96,77.1,39.14,31.48,63.31,64.53
1429,2.3188,3.1193,18.9,1.634,1496.84,938.02,449.79,443.5,20.72,3.1193,938.02,449.79,136,139,1.7827,2.276,2.1913,1.6949,2.6432,443.51,2.8451,19.08,0.6041,0.3551,2.1913,938.02,449.79,443.5,0.1066,18.85,3.1193,18.9,18.9,1.634,1.634,41.73,40.34,70.49,32.05,68.4,74.54,77.78,79.72,40.13
1430,2.4747,3.0275,45.4,1.4794,1005.43,1243.7,454.3,449.86,20.82,3.0275,1243.7,454.3,137,139,2.4038,2.2012,2.2735,2.187,1.636,450.89,0.1838,18.54,1.8247,0.2412,2.2735,1243.7,454.3,449.86,1.6308,19.79,3.0275,45.4,45.4,1.4794,1.4794,42.4,39.64,66.04,66.36,30.9,31.83,57.11,65.67,69.81
1431,2.4138,3.4114,48.6,2.4819,1147.11,1114.7,440.35,447.62,19.04,3.4114,1114.7,440.35,138,139,1.8766,2.4067,2.0739,2.0501,2.3212,459.17,0.7262,21.05,1.8257,0.6011,2.0739,1114.7,440.35,447.62,1.6148,20.06,3.4114,48.6,48.6,2.4819,2.4819,38.54,46.25,43.98,46.62,66.93,50.1,50.89,33.19,66.08
1432,2.2761,3.0481,47.4,0.4883,1164.17,1341.17,440.83,453.13,21.98,3.0481,1341.17,440.83,139,139,2.2438,1.6241,1.6416,1.6049,0.0745,451.67,2.7582,19.15,2.421,2.2952,1.6416,1341.17,440.83,453.13,0.2212,20.53,3.0481,47.4,47.4,0.4883,0.4883,54.99,64.24,42.8,55.81,34.15,71.92,42.69,71.44,33.28
1433,2.484,3.0252,38.6,1.7575,1480.26,1036.17,446.25,454.23,20.33,3.0252,1036.17,446.25,140,139,1.8051,2.0562,2.331,1.6387,2.6764,451.61,1.8753,21.38,2.0891,1.2418,2.331,1036.17,446.25,454.23,1.1889,18.57,3.0252,38.6,38.6,1.7575,1.7575,34.47,76.41,50.28,57.51,54.38,76.95,79.89,39.99,40.12
1434,1.9748,3.2893,32,0.0873,873.2,1358.97,456.9,450.94,20.78,3.2893,1358.97,456.9,141,139,2.0945,1.7865,1.9237,2.0397,2.9626,455.81,2.5966,20.42,0.0693,2.1204,1.9237,1358.97,456.9,450.94,2.9633,20.34,3.2893,32,32,0.0873,0.0873,55.04,59.37,46.92,61.71,43.97,50.51,62.63,69.38,36.26
1435,1.9017,3.453,11.5,0.4195,1091.08,938.09,455.9,457.48,19.92,3.453,938.09,455.9,142,139,1.5086,1.808,2.2234,2.2263,0.2719,456.79,1.5634,18.35,0.3591,0.3014,2.2234,938.09,455.9,457.48,0.6457,21.11,3.453,11.5,11.5,0.4195,0.4195,31.16,78.34,71.59,39.21,30.37,75.21,70.76,72.01,73.17
1436,2.1618,3.1452,13.4,1.2729,1140.36,1245.27,454.38,451.46,20.49,3.1452,1245.27,454.38,143,139,1.6888,2.1037,2.2858,1.8094,0.2392,451.25,1.8959,20.61,2.5526,1.2311,2.2858,1245.27,454.38,451.46,2.3851,20.37,3.1452,13.4,13.4,1.2729,1.2729,76.83,39.96,53.79,76.61,48.11,74.97,67.59,65.35,65.93
1437,1.8128,3.2519,37.5,1.3158,833.33,1390.77,450.91,452.58,21.6,3.2519,1390.77,450.91,144,139,1.8906,2.3786,2.0504,1.6038,1.3587,441.98,0.5626,18.3,1.2515,0.8344,2.0504,1390.77,450.91,452.58,2.3238,19.7,3.2519,37.5,37.5,1.3158,1.3158,62.33,71.84,30.86,53.27,66.36,39.51,61.4,63.21,55.85
1438,1.7522,3.0606,25.4,1.6247,1312.24,836.24,457.02,459.03,21.08,3.0606,836.24,457.02,145,139,1.6129,2.1138,1.5245,2.0875,1.3903,459.71,0.6569,18.53,2.2752,2.0638,1.5245,836.24,457.02,459.03,0.5392,20.38,3.0606,25.4,25.4,1.6247,1.6247,53.84,60.25,72.7,52.22,35,38.27,48.94,40.34,53.18
1439,2.121,3.1176,23.4,0.2861,1299.8,1245.93,452.44,442.93,18.11,3.1176,1245.93,452.44,146,139,2.2915,2.0835,2.0221,1.9075,2.0233,451.92,2.6937,18.33,2.9036,1.3697,2.0221,1245.93,452.44,442.93,1.5932,18.17,3.1176,23.4,23.4,0.2861,0.2861,79.76,73.66,65.63,61.82,37.38,74.9,34.36,59.19,67.75
1440,1.8675,3.4704,44.4,0.7238,1296.89,1004.6,447.91,452.78,21.05,3.4704,1004.6,447.91,147,139,2.0216,1.9307,2.2267,2.1885,0.9102,446.75,1.4956,19.11,0.2652,1.3836,2.2267,1004.6,447.91,452.78,2.4141,19.3,3.4704,44.4,44.4,0.7238,0.7238,47.32,50,42.61,71.74,55.78,66.09,43.65,64.96,52.1
1441,1.7318,3.4679,27.9,0.0285,837.96,1112.15,456.64,451.9,20.49,3.4679,1112.15,456.64,148,139,1.8335,1.9758,2.1398,2.0933,1.6898,447.47,2.398,19.12,0.1697,0.1767,2.1398,1112.15,456.64,451.9,1.0332,21.5,3.4679,27.9,27.9,0.0285,0.0285,38.52,31.74,57.43,75.56,72.27,49.48,73.51,48.57,75.77
1442,2.4715,3.3129,26.7,2.0399,1022.53,1367.3,447.2,453.11,18.82,3.3129,1367.3,447.2,149,139,2.2559,1.9465,1.7203,2.2054,0.032,443.9,0.3113,20.42,1.5846,0.391,1.7203,1367.3,447.2,453.11,1.5503,20.13,3.3129,26.7,26.7,2.0399,2.0399,52.97,54.08,56.11,75.92,65.99,58.27,45.05,62.09,64.67
1443,1.6827,3.0348,24.2,1.7853,878.98,1035.74,453.35,448.71,18.9,3.0348,1035.74,453.35,150,139,1.9869,1.7644,1.935,1.8786,2.897,445.3,1.9791,19.86,0.0508,2.0815,1.935,1035.74,453.35,448.71,1.5754,20.17,3.0348,24.2,24.2,1.7853,1.7853,63.29,54.54,72.57,34.32,58.13,78.62,45.19,38.46,66.82
1444,2.1665,3.3467,15.2,1.3085,1229.21,1306.41,447.65,459.18,20.17,3.3467,1306.41,447.65,151,139,1.783,2.0411,2.4196,2.3947,2.5344,458.81,1.0802,18.82,0.8325,1.2602,2.4196,1306.41,447.65,459.18,1.6001,20.54,3.3467,15.2,15.2,1.3085,1.3085,74.65,79.48,49.3,66.23,71.66,54.36,52.54,43.99,76.08
1445,1.7619,2.8043,13.1,1.5691,1021.49,818.62,459.47,447.81,20.24,2.8043,818.62,459.47,152,139,2.2388,1.9487,2.2423,2.2718,2.6893,443.44,1.3954,18.58,0.8764,0.4807,2.2423,818.62,459.47,447.81,0.2102,18.5,2.8043,13.1,13.1,1.5691,1.5691,33.87,37.57,50.42,67.75,69.47,44.6,39.36,61,63.35
1446,1.6755,2.8228,46.4,1.257,980.67,1142.58,447.06,451.53,18.15,2.8228,1142.58,447.06,153,139,1.643,2.2501,2.071,1.921,2.0191,447.06,0.7229,19.78,2.832,0.5521,2.071,1142.58,447.06,451.53,0.8441,18.09,2.8228,46.4,46.4,1.257,1.257,47.89,62.68,42.03,66.13,68.08,48.34,51.94,68.82,74.98
1447,2.0706,2.9462,41.2,2.6281,802.46,821.37,443.92,459.13,19.2,2.9462,821.37,443.92,103,140,2.3839,1.919,2.4332,2.3866,0.1486,445.34,1.6335,18.57,2.3638,0.314,2.4332,821.37,443.92,459.13,2.4345,21.97,2.9462,41.2,41.2,2.6281,2.6281,68.65,43.56,36.17,70.07,48.24,71.97,66.49,32.13,61.66
1448,1.6596,3.1359,33.6,1.3805,1108.18,1318.87,452.96,445.42,18.24,3.1359,1318.87,452.96,104,140,2.0606,1.7207,2.4703,1.9126,2.3788,459.68,1.5435,20.25,0.7487,0.7225,2.4703,1318.87,452.96,445.42,1.4497,18.02,3.1359,33.6,33.6,1.3805,1.3805,56.42,48.69,60.24,46.85,65.82,60.45,39.89,74.18,58.26
1449,1.6041,3.3914,21.7,0.6024,1421.74,1297.16,457.02,458.2,20.4,3.3914,1297.16,457.02,105,140,2.2234,1.8256,2.3218,2.3995,2.9233,454.44,2.7691,18.42,2.5965,0.5081,2.3218,1297.16,457.02,458.2,0.8463,20.7,3.3914,21.7,21.7,0.6024,0.6024,72.18,56.63,74.51,65.92,64.94,40.06,74.83,70.56,63.57
