LotNo=8J208472700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTestDate=2023/06/06 AM 09:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal,Spec,Fmodel,Rmodel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentID=AWPRF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatorID=25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Vf1,Vf2,Vr1,Ir1,Rs,Iv2,Wd2,Wp2,Hw2,Vf3,Iv3,Wd3,X,Y,Vf0,Thy1,Thy2,PEAK1,Ir2,Wp3,Purity2,Hw3,Purity3,Ir3,Vf4,Iv4,Wd4,Wp4,Purity4,HW4,Vf5,Vr2,Vr3,Ir4,Ir5,WdWp2,WdWp3,WdWp4,WPE2,WPE3,DWPE,POI2,POI3,DPOI
1342,2.1966,3.0945,36.9,1.1429,977.64,1214.94,441.04,445.31,18.09,3.0945,1214.94,441.04,151,137,1.5041,1.9377,1.8984,2.2528,1.611,440.39,1.7421,20.11,2.6526,0.2267,1.8984,1214.94,441.04,445.31,0.4649,21.87,3.0945,36.9,36.9,1.1429,1.1429,69.48,42.99,39.57,45.72,49.73,67.55,53.44,31.21,58.98
1343,1.61,3.4484,14.2,1.8809,1498.77,1265.08,457.04,455.49,19.84,3.4484,1265.08,457.04,152,137,2.1418,1.527,2.3128,2.1911,2.0072,444.56,2.0012,18.23,1.449,2.2536,2.3128,1265.08,457.04,455.49,0.7631,19.22,3.4484,14.2,14.2,1.8809,1.8809,66.65,34.43,59.24,72.82,43.35,39.72,30.8,41.16,52.96
1344,2.3158,2.952,46.8,1.4148,1225.3,1226.66,453.47,459.26,18.79,2.952,1226.66,453.47,153,137,1.828,2.0772,1.5441,2.1674,0.2906,452.98,1.8411,19.57,1.2384,1.2702,1.5441,1226.66,453.47,459.26,2.249,20.33,2.952,46.8,46.8,1.4148,1.4148,40.72,42.92,64.35,58.02,71.13,31.15,68.52,37.31,70.55
1345,1.6405,3.135,45.3,1.1536,1007.9,1460.28,440.04,449.06,19.34,3.135,1460.28,440.04,103,138,1.7837,2.3343,2.0106,1.7992,1.5062,443.68,1.0467,18.51,0.9746,1.3871,2.0106,1460.28,440.04,449.06,0.3067,18.79,3.135,45.3,45.3,1.1536,1.1536,48.71,79,76.27,75.19,66.87,56.61,63.39,59.65,41.09
1346,1.7541,2.8472,40.6,2.9541,846.21,1191.83,457.67,451.73,21.69,2.8472,1191.83,457.67,104,138,1.8092,2.4321,2.2856,1.8199,0.964,459.87,0.263,19.12,1.7435,0.5168,2.2856,1191.83,457.67,451.73,0.4278,19.83,2.8472,40.6,40.6,2.9541,2.9541,40.28,63.58,32.71,77.12,50.87,71.07,77.16,58.03,66.67
1347,1.9455,3.3006,12.4,0.8712,1310.26,1317.27,456.33,446.55,18.79,3.3006,1317.27,456.33,105,138,2.3752,2.2479,1.6135,1.9039,2.56,449.54,1.3382,18.39,2.4344,0.9532,1.6135,1317.27,456.33,446.55,2.1218,21.39,3.3006,12.4,12.4,0.8712,0.8712,61.43,38.06,64.08,59.65,70.85,56.52,67.63,50.51,68.35
1348,2.2495,3.3817,25.4,0.1668,1306.86,1434.36,453.85,453.57,19.68,3.3817,1434.36,453.85,106,138,1.7058,2.2271,2.4755,2.23,0.3478,457.34,1.053,21.43,2.4666,1.3982,2.4755,1434.36,453.85,453.57,2.7416,20.91,3.3817,25.4,25.4,0.1668,0.1668,31.59,45.64,54.99,44.76,35.09,51.46,51.21,62.06,33.56
1349,1.9916,3.0043,24.4,0.2209,1164.48,1059.57,445.15,459.8,20.36,3.0043,1059.57,445.15,107,138,1.6127,1.8213,2.282,1.7608,1.7256,442.02,0.3699,21.48,0.889,2.6676,2.282,1059.57,445.15,459.8,0.7794,18.6,3.0043,24.4,24.4,0.2209,0.2209,46.26,35.97,37.15,53.61,42.69,69.01,66.85,37.67,67.65
1350,2.3024,2.8874,12.2,1.765,975.22,1417.21,445.32,455.8,20.53,2.8874,1417.21,445.32,108,138,1.9538,1.8042,2.071,1.9156,2.646,450.67,0.5922,20.62,0.5619,0.1749,2.071,1417.21,445.32,455.8,1.657,19.25,2.8874,12.2,12.2,1.765,1.765,74.87,71.39,79.93,35.81,49.39,59.93,69.97,31.1,69.72
1351,1.9869,3.112,40.2,1.1603,1045.72,1289.02,456.2,457.08,21.73,3.112,1289.02,456.2,109,138,2.3557,2.2166,2.1367,1.7277,1.5181,445.85,0.2229,20.14,1.7248,2.0149,2.1367,1289.02,456.2,457.08,1.5758,18.95,3.112,40.2,40.2,1.1603,1.1603,53.38,53.42,31.08,58.75,56.51,60.74,51.5,53.01,42.2
1352,2.4286,3.125,21.2,0.1007,1416.68,854.8,455.8,452.34,19.44,3.125,854.8,455.8,110,138,1.9212,2.4413,1.6771,1.7737,2.9715,452.44,0.3093,21.39,0.5141,0.2404,1.6771,854.8,455.8,452.34,2.9846,21.53,3.125,21.2,21.2,0.1007,0.1007,33.08,56.9,31.41,41.59,78.36,75.61,50.41,61.29,56.57
1353,1.7797,2.9898,11.8,0.0384,1087.8,865.34,449.53,448.91,20.23,2.9898,865.34,449.53,111,138,1.8963,1.8983,2.4067,1.8307,2.1481,441.93,2.7567,21.74,2.9713,0.6273,2.4067,865.34,449.53,448.91,0.3106,21,2.9898,11.8,11.8,0.0384,0.0384,62.8,76.09,47.71,79.2,42.17,41.23,47.57,66.35,79.71
1354,2.2742,3.3436,13,2.3983,1145.01,1301.4,442.35,450.41,20.82,3.3436,1301.4,442.35,112,138,1.8167,2.2028,2.3989,1.8776,2.241,440.78,0.7592,19.46,0.6512,1.1995,2.3989,1301.4,442.35,450.41,1.5674,19.73,3.3436,13,13,2.3983,2.3983,68.07,42.06,47.11,33.18,65.72,66.93,31.6,48.69,39.92
1355,1.5828,3.3241,11.8,2.1194,1398.73,913.43,450.03,440.75,18.82,3.3241,913.43,450.03,113,138,1.9281,2.152,2.1718,2.0456,2.2635,454.02,2.9647,20.87,1.567,2.973,2.1718,913.43,450.03,440.75,2.1214,21.01,3.3241,11.8,11.8,2.1194,2.1194,42.3,35.83,71.13,47.53,67.77,49.89,74.74,54.38,70.93
1356,2.4198,3.4693,10.1,1.3372,1122.76,1265.43,458.06,440.5,18.63,3.4693,1265.43,458.06,114,138,2.2758,1.6728,1.9707,1.6672,0.6211,450.02,1.4629,19.51,0.3601,0.5954,1.9707,1265.43,458.06,440.5,2.1025,20.45,3.4693,10.1,10.1,1.3372,1.3372,38.44,56.64,60.28,39.51,64.5,49.92,32.45,48.59,40.43
1357,2.3021,3.4829,29.6,0.958,1235.64,1392.14,452.21,441.83,21.87,3.4829,1392.14,452.21,115,138,1.929,1.6613,1.8569,2.3893,0.291,459.78,0.3886,19.2,1.1338,2.2709,1.8569,1392.14,452.21,441.83,0.3654,21.07,3.4829,29.6,29.6,0.958,0.958,75,60.76,76.42,78.4,75.8,60.49,78.43,64.59,60.46
1358,2.4383,3.1826,48.4,2.7513,1096.22,1005.96,457.39,445.89,18.72,3.1826,1005.96,457.39,116,138,2.2902,2.3345,1.5244,2.2493,1.8865,456.11,1.1819,20.09,0.3626,1.2327,1.5244,1005.96,457.39,445.89,0.3906,19.97,3.1826,48.4,48.4,2.7513,2.7513,60.14,49.2,67.51,44.02,56.96,69.5,37.68,47.78,46.93
1359,2.3242,3.1335,21.8,0.7518,1431.1,1398.84,450.36,451.13,19.68,3.1335,1398.84,450.36,117,138,1.9589,1.7299,1.862,1.829,2.6407,446.75,1.5876,20.76,1.2698,0.7827,1.862,1398.84,450.36,451.13,1.2157,19.07,3.1335,21.8,21.8,0.7518,0.7518,53.16,46.09,30.32,61.39,36.93,44.52,49.74,53.17,61.2
1360,1.7175,2.8883,17.5,0.2552,887.78,1393.39,456.22,440.62,20.49,2.8883,1393.39,456.22,118,138,1.831,1.7721,2.4597,2.2025,0.7904,457.59,2.933,18.47,1.6061,2.6064,2.4597,1393.39,456.22,440.62,2.4159,21.81,2.8883,17.5,17.5,0.2552,0.2552,70.48,52.99,45.63,38.3,57.52,46.42,61.45,51.74,61.21
1361,2.195,3.2993,46.1,0.5415,1325.39,1417.6,446,448.96,19.48,3.2993,1417.6,446,119,138,1.6941,1.9442,1.8026,2.2277,0.5708,452.41,1.8068,21.05,0.7819,2.3742,1.8026,1417.6,446,448.96,2.4011,21.18,3.2993,46.1,46.1,0.5415,0.5415,38.76,36,63.96,63.36,60.51,64.31,59.42,43.62,72.09
1362,1.6186,2.9432,13.9,2.7867,1132.79,1282.98,443.67,454.28,21.64,2.9432,1282.98,443.67,120,138,2.3246,1.8664,2.0627,2.2454,1.882,441.2,0.1031,18.52,2.532,2.4371,2.0627,1282.98,443.67,454.28,0.5558,21.59,2.9432,13.9,13.9,2.7867,2.7867,43.4,79.83,58.24,76.92,45.91,70.72,54.4,34.67,49.21
1363,1.9713,3.4347,39.7,0.9703,897.98,824.05,449.66,451.76,18.25,3.4347,824.05,449.66,121,138,2.3757,1.7562,1.5409,2.381,0.9896,458.77,0.9267,19.75,1.3712,0.0584,1.5409,824.05,449.66,451.76,2.1755,21.07,3.4347,39.7,39.7,0.9703,0.9703,51.45,38.68,49.47,76.63,77.37,59.13,32.78,54.29,44.34
1364,2.0025,3.0985,38.3,2.9864,1325.27,1380.2,449.03,441.95,18.8,3.0985,1380.2,449.03,122,138,2.3947,1.7522,1.6697,1.5579,0.3495,454.6,0.8723,21.24,1.0183,1.1931,1.6697,1380.2,449.03,441.95,0.9875,21.63,3.0985,38.3,38.3,2.9864,2.9864,78.84,49.7,31.23,43.98,76.06,56.08,56.45,52.38,70.5
1365,2.3288,3.0048,10.9,2.9201,912.37,1125.92,448.09,446.42,18.01,3.0048,1125.92,448.09,123,138,1.6766,1.6701,2.3536,2.4445,1.3073,458.08,0.7267,19.07,2.4117,1.033,2.3536,1125.92,448.09,446.42,2.9989,19.09,3.0048,10.9,10.9,2.9201,2.9201,46.01,49.29,61.93,78.55,65.97,45.27,77.64,52.49,79.78
1366,1.9027,3.1533,34.9,2.215,1339.95,1069.62,448.95,455.27,20.88,3.1533,1069.62,448.95,124,138,2.2311,1.7087,2.1934,1.5747,1.5837,446.06,2.9638,19.22,1.2008,1.982,2.1934,1069.62,448.95,455.27,1.9305,19.52,3.1533,34.9,34.9,2.215,2.215,71.46,60.14,31.63,77.25,36.74,38.98,68.66,52.87,43.26
1367,2.4488,2.8864,37.8,2.6845,1304.44,973.95,444.63,443,21.6,2.8864,973.95,444.63,125,138,1.7945,2.4286,2.4945,1.703,0.2858,440.15,1.9939,19.41,2.483,0.4619,2.4945,973.95,444.63,443,0.6957,20.39,2.8864,37.8,37.8,2.6845,2.6845,45.55,30.9,60.11,65.29,76.86,78.96,35.71,66.29,66.7
1368,1.9169,3.3994,11.9,1.5956,1198.66,908.08,447.94,450.99,21.05,3.3994,908.08,447.94,126,138,1.5276,2.4294,2.3845,1.754,1.7266,455.81,2.1419,18.62,2.6753,2.6824,2.3845,908.08,447.94,450.99,1.2198,21.98,3.3994,11.9,11.9,1.5956,1.5956,52.87,38.29,79.13,46.46,57.03,49.43,41.13,65.18,47.97
1369,1.9786,3.0519,47.6,2.1254,990.32,1131.56,455.83,454.87,19.98,3.0519,1131.56,455.83,127,138,1.754,2.0462,1.8807,2.4306,1.6225,454.74,1.4917,19.84,1.4139,2.2706,1.8807,1131.56,455.83,454.87,2.129,18.81,3.0519,47.6,47.6,2.1254,2.1254,41.58,50.27,34.54,50.07,60.03,55.19,76.39,65.7,34.19
1370,1.594,3.4311,32.7,1.478,1160.1,1289.33,459.42,441.71,21.25,3.4311,1289.33,459.42,128,138,1.8335,1.6362,1.8415,2.3094,0.9854,446.32,1.3051,18.27,1.2943,2.3983,1.8415,1289.33,459.42,441.71,1.9762,21.17,3.4311,32.7,32.7,1.478,1.478,57.91,72.32,66.4,66.75,36.42,53.5,60.39,48.3,52.54
1371,1.682,3.2374,37.8,2.3698,1412.8,1286.06,454.32,449.89,18.89,3.2374,1286.06,454.32,129,138,2.4026,2.373,2.1358,1.6477,0.3064,459.36,2.278,21.06,2.4794,0.3703,2.1358,1286.06,454.32,449.89,1.9551,18.64,3.2374,37.8,37.8,2.3698,2.3698,46.44,52.6,49.51,33.84,75.6,32.61,71.24,68.1,66.55
1372,2.4846,2.9279,46.4,2.8013,1015.88,1238.49,455.03,447.16,18.42,2.9279,1238.49,455.03,130,138,1.9014,1.7745,2.0717,2.3546,1.4241,443.99,2.0294,20.34,1.9457,0.1392,2.0717,1238.49,455.03,447.16,2.3141,19.88,2.9279,46.4,46.4,2.8013,2.8013,57.5,75.91,51.93,32.56,46.55,71.25,59.59,70.98,74.11
1373,2.2356,2.8279,21.9,2.8314,1350.26,803.72,441.82,459.07,18.96,2.8279,803.72,441.82,131,138,2.378,1.7324,2.3702,1.8917,1.6004,441.21,2.0859,19.92,1.0068,2.9203,2.3702,803.72,441.82,459.07,1.8076,18.38,2.8279,21.9,21.9,2.8314,2.8314,67.09,44.42,42.35,77.42,72.93,57.69,54.85,79.68,32.19
1374,2.3426,3.1675,10.1,2.6414,908.3,1179.08,453.6,451.89,18.54,3.1675,1179.08,453.6,132,138,2.4346,2.1847,1.706,1.9743,0.3975,442.78,2.7132,18.12,1.8977,2.4876,1.706,1179.08,453.6,451.89,1.682,21.03,3.1675,10.1,10.1,2.6414,2.6414,79.14,70.56,54.08,64.72,55.1,72.22,39.52,44.51,57.41
1375,1.5623,3.0998,33.5,1.4975,838.35,1264.93,443.24,445.48,20.55,3.0998,1264.93,443.24,133,138,2.0439,1.9841,1.5984,1.7262,2.22,442.38,1.7911,18.34,2.2422,1.0724,1.5984,1264.93,443.24,445.48,2.8362,21,3.0998,33.5,33.5,1.4975,1.4975,60.7,58.81,55.3,77.24,47.79,69.48,60.04,57.3,50.36
1376,2.0419,3.1526,29.5,2.5773,1470.7,890,456.07,451.08,21.26,3.1526,890,456.07,134,138,1.689,2.4912,1.9988,1.7915,1.2126,442.9,1.7746,21.39,1.0347,0.4692,1.9988,890,456.07,451.08,2.6807,21.66,3.1526,29.5,29.5,2.5773,2.5773,40.27,66.84,71.14,34.2,69.76,42.46,65.89,43.42,47.38
1377,1.8216,2.8185,11.5,2.8936,1105.32,1032.56,453.14,451.78,20.83,2.8185,1032.56,453.14,135,138,1.5258,1.8058,1.6346,2.2727,0.3316,452.02,1.4042,18.55,2.924,2.5958,1.6346,1032.56,453.14,451.78,0.2991,19.15,2.8185,11.5,11.5,2.8936,2.8936,48.07,72.76,34.51,59.87,61.38,62.78,73.65,77.65,48.27
1378,2.3492,2.9574,33.6,2.5412,1122.99,1073.41,450.22,443.73,21.24,2.9574,1073.41,450.22,136,138,2.4021,1.7691,2.0063,2.0477,1.0708,444.96,2.1079,21.16,1.4206,0.1658,2.0063,1073.41,450.22,443.73,0.8824,19.98,2.9574,33.6,33.6,2.5412,2.5412,75.23,55.16,50.68,64.34,65.16,51.1,79.18,38.9,42.47
1379,1.6202,3.0498,17.4,1.0226,919.09,1038,453.63,448.59,19.86,3.0498,1038,453.63,137,138,1.7437,1.6724,2.0369,2.1823,2.1814,442.05,0.7226,18.63,2.365,2.9932,2.0369,1038,453.63,448.59,1.763,21.52,3.0498,17.4,17.4,1.0226,1.0226,47.78,32.71,64.46,63.43,32.84,54.23,54.74,75.78,73.3
1380,1.6056,3.236,45.8,0.184,959.99,1115.91,445.89,441.02,21.49,3.236,1115.91,445.89,138,138,2.4932,1.5973,2.4432,2.0359,2.0649,441.9,2.1742,20.86,0.436,2.695,2.4432,1115.91,445.89,441.02,2.3488,18.15,3.236,45.8,45.8,0.184,0.184,46.52,68.5,62.3,60.94,59.53,35.1,49.58,38.22,40.09
1381,1.7653,3.2293,33.9,1.017,1046.99,985.32,445.82,445.15,21.16,3.2293,985.32,445.82,139,138,1.7167,1.5919,2.49,1.924,2.8425,445.11,1.5965,20.42,2.2674,2.394,2.49,985.32,445.82,445.15,0.6897,21.6,3.2293,33.9,33.9,1.017,1.017,50.28,75.97,38.43,34.03,69.09,30.39,77.82,43.21,51.18
1382,1.8449,3.3848,26.8,2.0625,1119.67,888.69,444.77,449.63,20.67,3.3848,888.69,444.77,140,138,2.4146,2.1233,1.8646,1.6744,1.7924,456.57,0.7292,19.23,0.0509,2.622,1.8646,888.69,444.77,449.63,2.6861,18.01,3.3848,26.8,26.8,2.0625,2.0625,51.61,47.07,78.54,41.55,55.78,70.94,73.24,79.79,39.21
1383,1.6343,2.854,18.4,2.8984,897.21,824.46,453.64,449.3,18.32,2.854,824.46,453.64,141,138,1.7812,1.522,1.5189,2.277,0.6306,448.81,2.1462,18.01,1.5734,2.1078,1.5189,824.46,453.64,449.3,1.6111,20.21,2.854,18.4,18.4,2.8984,2.8984,41.14,43.86,78.58,46.66,77.64,61.12,60.47,34.81,31.63
1384,1.7748,2.8629,21.2,0.0226,830.69,1284.1,457.69,445.07,18.71,2.8629,1284.1,457.69,142,138,2.4751,1.5542,1.7971,1.8854,2.6013,457.71,2.5653,19.77,2.7001,0.3986,1.7971,1284.1,457.69,445.07,0.213,21.48,2.8629,21.2,21.2,0.0226,0.0226,66.47,77.74,47.41,56.52,41.51,36.22,66.17,40.38,61.97
1385,1.5851,3.0315,10.2,1.7601,1016.63,1311.55,440.08,450.84,21.92,3.0315,1311.55,440.08,143,138,2.0112,1.5628,2.3692,1.6481,1.1755,451,1.5381,20.2,2.6399,1.2306,2.3692,1311.55,440.08,450.84,2.6108,19.81,3.0315,10.2,10.2,1.7601,1.7601,67.33,36.74,65.83,48.6,56.13,37.27,59.79,37.77,34.14
1386,1.7697,2.8713,36.8,0.569,827.57,1272.11,445.96,444.63,18.73,2.8713,1272.11,445.96,144,138,2.4541,1.9477,1.8789,2.0862,1.4245,451.15,1.304,20.79,2.9917,1.3887,1.8789,1272.11,445.96,444.63,0.3825,21,2.8713,36.8,36.8,0.569,0.569,38.16,58.99,72.53,56.52,72.39,39.37,71.32,35.76,57.2
1387,1.8972,3.1579,23.6,2.3127,1056.72,1420.49,457.76,451.53,18.79,3.1579,1420.49,457.76,145,138,2.3445,1.5415,1.7277,1.6279,0.619,452.63,2.7869,21.07,1.1942,2.1864,1.7277,1420.49,457.76,451.53,1.906,20.2,3.1579,23.6,23.6,2.3127,2.3127,47.79,39.7,75.19,49.61,67.78,35.15,55.37,32.75,67.43
1388,1.8226,3.3443,45.2,2.6621,1013.71,1415.61,450.96,457.3,21.76,3.3443,1415.61,450.96,146,138,2.2322,2.0029,2.1802,2.0787,2.061,459.87,0.726,18.13,0.2505,0.1516,2.1802,1415.61,450.96,457.3,1.0195,21.1,3.3443,45.2,45.2,2.6621,2.6621,55.96,72.35,42.13,42.58,34.43,52.24,52.28,69.62,47.86
1389,2.2065,3.4538,47.6,2.7986,1113.53,835.31,452.41,441.7,21.64,3.4538,835.31,452.41,147,138,1.5509,2.1096,2.3154,1.6748,2.2153,454.61,1.5035,20.74,0.563,1.3635,2.3154,835.31,452.41,441.7,0.3862,19.41,3.4538,47.6,47.6,2.7986,2.7986,49.64,41.97,75.98,35.37,72.15,52.67,34.1,78.14,78.41
1390,1.9599,3.056,37.2,0.6961,1032.93,1045.68,443.91,458.18,20.83,3.056,1045.68,443.91,148,138,1.9504,2.2228,2.4863,1.5921,0.5881,443.84,1.5927,20.33,1.7749,0.1945,2.4863,1045.68,443.91,458.18,2.9058,19.32,3.056,37.2,37.2,0.6961,0.6961,67.59,61.41,49.12,56.38,62.36,59.02,41.89,40.65,76.96
1391,2.4335,2.8648,15.3,2.3442,1379.25,1015.52,442.54,445.37,18.56,2.8648,1015.52,442.54,149,138,1.9292,2.279,2.0549,1.9225,2.0302,442.86,0.066,18.39,2.0928,0.447,2.0549,1015.52,442.54,445.37,0.6528,19.37,2.8648,15.3,15.3,2.3442,2.3442,52.6,75.6,38.53,74.63,45.89,51.59,57.07,44.97,41
1392,2.2919,3.0486,32.4,0.3836,1173.11,1112.96,442.43,450.02,20.73,3.0486,1112.96,442.43,150,138,1.7386,2.1216,2.4021,2.46,2.805,444.66,0.7857,20.86,0.4066,0.1044,2.4021,1112.96,442.43,450.02,2.2899,19.69,3.0486,32.4,32.4,0.3836,0.3836,71.49,48.05,45.21,38.15,63.9,57.03,70.27,59.3,57.25
1393,2.4119,3.1669,13.3,0.5744,1137.23,1261.61,459.94,448.7,18.81,3.1669,1261.61,459.94,151,138,2.0238,1.6822,1.6632,1.5978,2.5762,454.81,0.7022,20.32,0.2887,2.1439,1.6632,1261.61,459.94,448.7,1.8058,19.38,3.1669,13.3,13.3,0.5744,0.5744,79.29,55.97,75.01,74.75,78.3,76.99,62.91,60.32,75.08
1394,1.7317,3.1778,49.3,2.6413,1392.28,1227.48,452.49,448.77,21.66,3.1778,1227.48,452.49,152,138,1.7561,1.5916,2.2847,1.8016,0.5896,441.58,0.3677,21.75,2.3866,0.303,2.2847,1227.48,452.49,448.77,0.6145,19.13,3.1778,49.3,49.3,2.6413,2.6413,33.67,78.11,42.37,72.58,50.79,55.49,38.14,48.25,68.31
1395,1.5825,2.8374,43.5,0.2204,999.22,1313.64,459.97,456.19,18.8,2.8374,1313.64,459.97,153,138,2.2453,2.1978,2.4383,2.481,2.9747,452.15,2.2541,20.94,2.4515,1.3587,2.4383,1313.64,459.97,456.19,2.3524,20.77,2.8374,43.5,43.5,0.2204,0.2204,66.6,56.67,45.93,71.84,71.37,35.48,76.73,40.37,55.37
1396,1.8421,3.1182,20.3,2.8715,1463.62,1388.32,455.13,455.15,20.05,3.1182,1388.32,455.13,103,139,1.6646,1.7707,2.4989,2.0509,1.4675,444.16,1.0097,21.9,1.8963,1.912,2.4989,1388.32,455.13,455.15,1.5534,19.43,3.1182,20.3,20.3,2.8715,2.8715,51.17,51.87,32.78,55.36,64.36,48.19,50.11,45,53.42
1397,2.3885,3.4119,36.3,0.118,1105.84,1017.82,452.76,452.42,19.06,3.4119,1017.82,452.76,104,139,1.8945,1.5615,2.3017,2.4352,1.6512,449.76,1.2275,21.13,2.795,2.4309,2.3017,1017.82,452.76,452.42,1.4353,19.5,3.4119,36.3,36.3,0.118,0.118,62.41,73.91,50.29,37.48,58.23,35.81,36.49,54.7,68.57
1398,2.4916,3.0451,15.4,1.2991,1496.76,1258.69,452.75,441.29,20.27,3.0451,1258.69,452.75,105,139,1.7636,1.5775,2.1696,1.5707,1.2846,455.2,0.2047,18.53,0.0381,0.6277,2.1696,1258.69,452.75,441.29,1.802,18.89,3.0451,15.4,15.4,1.2991,1.2991,46.7,77.76,38.52,35.91,75.58,33.67,79.22,66.34,74.73
1399,1.795,3.3378,40,1.29,1323.17,1003.21,447.82,446.57,21.81,3.3378,1003.21,447.82,106,139,1.6275,1.9441,1.9509,2.2586,2.4971,440.76,0.459,21.57,0.4698,0.8215,1.9509,1003.21,447.82,446.57,0.169,21.18,3.3378,40,40,1.29,1.29,45.98,44.54,31.23,36.11,63.54,48.71,55.71,46.15,53.46
1400,1.6702,3.2458,10.9,0.5134,827.86,1262.77,445.67,443.15,20.47,3.2458,1262.77,445.67,107,139,2.2087,1.9936,1.5886,2.3822,2.0539,441.18,2.7079,21.03,0.1557,0.8918,1.5886,1262.77,445.67,443.15,2.499,21.35,3.2458,10.9,10.9,0.5134,0.5134,49.34,78.49,78.71,36.89,61.02,72.48,48.81,77.43,56.45
1401,2.1463,3.0927,32.6,2.7141,888.86,827.13,447.87,448.76,19.9,3.0927,827.13,447.87,108,139,1.5132,1.8323,1.7075,2.0156,2.9591,458.02,1.5056,19.6,2.8072,1.1278,1.7075,827.13,447.87,448.76,2.449,18.3,3.0927,32.6,32.6,2.7141,2.7141,70.44,65.78,60.79,53.99,52.49,61.63,42,35.02,52.83
1402,2.3785,2.9157,48.4,0.0158,1073.4,881.17,446.91,443.9,19.1,2.9157,881.17,446.91,109,139,2.194,2.3964,2.2868,2.2526,0.6712,440.56,2.6999,20.39,2.9571,2.347,2.2868,881.17,446.91,443.9,1.145,18.78,2.9157,48.4,48.4,0.0158,0.0158,56.35,52,55.98,57.69,48.93,46.62,44.86,33.33,76.66
1403,2.2388,2.943,34,0.8961,1013.64,1248.86,459.3,456.18,20.77,2.943,1248.86,459.3,110,139,1.6127,2.2215,2.1169,2.4554,1.9511,452.64,2.6361,21.88,1.3519,0.5979,2.1169,1248.86,459.3,456.18,0.3374,19.76,2.943,34,34,0.8961,0.8961,49.43,33.45,31.25,71.86,44.65,73.76,38.44,43.51,34.08
1404,2.1309,3.0575,13.4,0.179,1252.3,1181.13,454.94,443.05,21.19,3.0575,1181.13,454.94,111,139,2.4865,1.8639,2.0173,1.6939,0.0556,452.33,1.4588,19.05,2.6725,0.2663,2.0173,1181.13,454.94,443.05,0.9243,20.73,3.0575,13.4,13.4,0.179,0.179,77.88,51.62,36.41,73.05,69.19,47.63,47.56,61.07,68.35
1405,1.7685,3.1749,17.2,0.2777,1390.99,1156.05,440.96,445.32,20.14,3.1749,1156.05,440.96,112,139,2.2926,1.8427,2.2882,1.9976,2.778,451.6,1.0393,21.54,2.5556,2.8009,2.2882,1156.05,440.96,445.32,0.2633,18.02,3.1749,17.2,17.2,0.2777,0.2777,37.67,32.89,34,39.35,35.49,47.58,46.35,79.4,64.62
1406,2.2449,2.8063,31.5,1.8846,968.16,1493.74,442.64,453.37,19.9,2.8063,1493.74,442.64,113,139,2.4103,2.3979,1.7726,1.7399,2.3337,456.17,1.936,18.24,2.1452,0.5237,1.7726,1493.74,442.64,453.37,1.4043,20.76,2.8063,31.5,31.5,1.8846,1.8846,38.9,76.25,50.8,46.39,30.85,35.65,74.75,49.3,43.45
1407,2.0619,2.9532,34.2,2.3606,1264.61,1307.77,456.17,447.39,21.45,2.9532,1307.77,456.17,114,139,1.5086,1.9057,2.2547,1.9146,1.7707,446.22,2.7824,19.79,0.1263,2.9127,2.2547,1307.77,456.17,447.39,0.6357,18.74,2.9532,34.2,34.2,2.3606,2.3606,75.14,38.29,56.66,51.44,44.45,70.17,63.76,76.82,73.04
1408,2.167,3.0216,14.3,0.9478,836.67,1407.56,446.72,449.65,21.97,3.0216,1407.56,446.72,115,139,1.6666,2.3038,2.0425,2.498,1.6581,446.78,1.0003,21.9,2.1528,2.6595,2.0425,1407.56,446.72,449.65,0.2659,19.37,3.0216,14.3,14.3,0.9478,0.9478,38.02,55.27,40.04,47.32,65.89,51.18,69.48,52.35,70.33
1409,2.4076,3.2776,34.9,2.0836,1002.75,1122.52,454.24,445.64,20.27,3.2776,1122.52,454.24,116,139,2.3593,1.9522,2.1003,2.3191,0.3744,457.25,2.656,18.88,0.4596,0.4852,2.1003,1122.52,454.24,445.64,1.7538,19.11,3.2776,34.9,34.9,2.0836,2.0836,79.53,57.05,30.16,61.75,73.74,79.05,33.95,62.45,73.55
1410,1.6559,3.4287,22.5,0.2973,1048.47,831.82,447.1,448.53,19.77,3.4287,831.82,447.1,117,139,1.6637,2.0141,2.2625,1.7081,2.8377,451.62,2.0594,20.77,1.9298,0.3576,2.2625,831.82,447.1,448.53,1.7272,19.17,3.4287,22.5,22.5,0.2973,0.2973,34.85,51.14,67.04,44.77,36.81,41.2,46.77,37.16,46.21
