LotNo=8J208472300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTestDate=2023/06/06 AM 09:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal,Spec,Fmodel,Rmodel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentID=AWPRF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatorID=25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Vf1,Vf2,Vr1,Ir1,Rs,Iv2,Wd2,Wp2,Hw2,Vf3,Iv3,Wd3,X,Y,Vf0,Thy1,Thy2,PEAK1,Ir2,Wp3,Purity2,Hw3,Purity3,Ir3,Vf4,Iv4,Wd4,Wp4,Purity4,HW4,Vf5,Vr2,Vr3,Ir4,Ir5,WdWp2,WdWp3,WdWp4,WPE2,WPE3,DWPE,POI2,POI3,DPOI
1017,2.4929,3.1453,32.1,2.7406,1243.28,817.59,446.16,457.69,20.3,3.1453,817.59,446.16,150,129,2.1021,2.0997,1.9486,1.5488,0.4376,442.45,1.8321,21.37,0.2293,2.6793,1.9486,817.59,446.16,457.69,0.3222,21.71,3.1453,32.1,32.1,2.7406,2.7406,53.13,40.45,40.03,41.04,50.16,30.42,49.51,77.37,37.84
1018,1.7726,3.0483,13.6,1.5494,1266.25,1071.75,448.49,444.47,21.5,3.0483,1071.75,448.49,151,129,2.3032,2.4467,1.795,2.1179,2.4188,452.25,1.929,19.02,1.3755,1.8977,1.795,1071.75,448.49,444.47,1.599,21.43,3.0483,13.6,13.6,1.5494,1.5494,53.7,30.97,74.55,36.88,53.49,59.42,36.23,43.34,37.51
1019,2.1764,3.0578,15.1,2.9832,1489.48,1313.49,456.86,447.55,18.76,3.0578,1313.49,456.86,152,129,2.2831,2.2582,2.2285,2.3273,1.2319,441.43,2.0928,21.47,1.0752,1.5336,2.2285,1313.49,456.86,447.55,2.8705,19.03,3.0578,15.1,15.1,2.9832,2.9832,61.04,58.26,60.69,30.66,52.82,64.13,55.07,50.28,53.54
1020,2.2255,3.4581,46.1,1.399,806.02,1052.27,458.81,447.03,19.5,3.4581,1052.27,458.81,153,129,2.4251,2.3762,2.446,1.9546,1.4395,458.66,0.9209,20.05,1.4177,1.7782,2.446,1052.27,458.81,447.03,0.579,20.38,3.4581,46.1,46.1,1.399,1.399,78.12,74.66,58.68,72.86,49.38,64.9,41.55,54.35,68.06
1021,1.6371,2.9927,37,0.6024,1063.85,1015.46,448.15,447.5,19.52,2.9927,1015.46,448.15,103,130,2.2887,1.5361,2.0344,2.0894,2.5037,458.25,1.9805,21.66,1.9984,2.0848,2.0344,1015.46,448.15,447.5,2.3303,19.61,2.9927,37,37,0.6024,0.6024,59.36,58.9,32.97,79.51,69.1,33.08,57.53,59.48,70.24
1022,1.6361,3.3582,23.2,2.8904,1346.76,967.2,444.04,451.18,20.82,3.3582,967.2,444.04,104,130,2.0481,2.0009,1.8418,2.4635,2.4094,441.17,0.0862,18.27,1.7997,0.9415,1.8418,967.2,444.04,451.18,1.3828,19.77,3.3582,23.2,23.2,2.8904,2.8904,79.04,55.48,64.38,59.44,65.56,65.59,48.12,55.75,52.32
1023,1.5683,3.1818,45.9,1.2286,1115.14,1044.57,446.4,443.96,20.28,3.1818,1044.57,446.4,105,130,2.1714,1.6781,2.2796,2.441,2.502,456.1,2.0062,21.74,1.7799,0.4398,2.2796,1044.57,446.4,443.96,1.7914,18.67,3.1818,45.9,45.9,1.2286,1.2286,37.2,74.19,39.62,75.17,34.11,32.35,31.76,63.22,68.42
1024,2.001,3.4917,43.9,2.3854,944.52,1433.52,450.51,442.86,18.83,3.4917,1433.52,450.51,106,130,1.983,1.9657,2.0583,1.7417,0.1423,440.58,2.6868,21.81,0.4508,1.7806,2.0583,1433.52,450.51,442.86,1.0264,19.71,3.4917,43.9,43.9,2.3854,2.3854,43.88,64.82,45.06,72.05,56.54,64.55,30.02,76.55,76.98
1025,1.9197,2.8983,23.8,0.9972,1051.38,1365.2,458.37,453.24,18.7,2.8983,1365.2,458.37,107,130,1.8615,1.9201,1.9439,2.0411,1.8785,441.62,0.5903,21.8,2.7949,1.5703,1.9439,1365.2,458.37,453.24,1.071,19.37,2.8983,23.8,23.8,0.9972,0.9972,49.37,50.92,53.26,30.34,35.59,66.65,39.1,72.62,50.79
1026,1.9626,3.0876,20.7,1.8269,1411.05,939.96,447.83,455.33,20.52,3.0876,939.96,447.83,108,130,2.4349,2.4585,1.847,1.7839,2.9048,457.4,0.569,18.67,0.694,1.9673,1.847,939.96,447.83,455.33,1.1349,18.92,3.0876,20.7,20.7,1.8269,1.8269,30.78,67.78,38.44,45.59,56.38,54.79,65.31,35.29,44.4
1027,2.2671,3.2616,37.6,1.432,1312.92,1136.18,454.4,443.93,21.12,3.2616,1136.18,454.4,109,130,2.4134,1.9857,2.2579,1.6677,1.2173,451.33,2.5687,19.42,1.9378,2.7233,2.2579,1136.18,454.4,443.93,1.6678,22,3.2616,37.6,37.6,1.432,1.432,46.13,73.79,31.35,45.86,50,34.76,61.53,38.54,67.83
1028,2.1003,2.8037,12.3,0.7226,1352.87,1495.47,452.5,444.19,18.87,2.8037,1495.47,452.5,110,130,2.0968,2.0574,1.6707,1.8403,1.2826,448.98,0.4246,19.76,0.1114,0.624,1.6707,1495.47,452.5,444.19,0.6859,18.84,2.8037,12.3,12.3,0.7226,0.7226,30.61,37.08,40.59,35.07,44.81,54.08,68.16,39.58,41
1029,2.2769,3.1505,12.8,2.1312,1313.52,1240.29,447.13,443.49,21.91,3.1505,1240.29,447.13,111,130,2.4251,1.6626,1.9778,1.5068,2.5117,453.22,1.3824,19.83,2.2759,2.2809,1.9778,1240.29,447.13,443.49,1.5391,21.75,3.1505,12.8,12.8,2.1312,2.1312,62.33,32.63,35.73,50.79,51.98,34.9,34.97,32.68,41.92
1030,2.0939,3.2779,15.1,0.7548,979.28,1230.94,450.35,459.7,20.37,3.2779,1230.94,450.35,112,130,1.6433,1.7737,1.7776,2.4121,2.2091,459.31,0.2732,19.32,0.2105,2.2406,1.7776,1230.94,450.35,459.7,2.3802,21.09,3.2779,15.1,15.1,0.7548,0.7548,52.8,46.69,42.29,55.75,49.12,51.19,78.51,57.47,54.68
1031,2.4403,3.218,33.9,2.3661,805.07,1117.69,454.61,457.95,20.37,3.218,1117.69,454.61,134,130,1.5887,2.0827,1.5791,2.2021,2.3549,458.5,1.2799,21.5,1.4082,2.1399,1.5791,1117.69,454.61,457.95,2.9606,21.35,3.218,33.9,33.9,2.3661,2.3661,33.18,41.41,51.92,42.27,34.5,74.15,75.09,55.59,43.59
1032,1.6654,3.2476,16.5,1.7816,924.62,1008.93,457.5,459.15,20.92,3.2476,1008.93,457.5,135,130,1.6116,2.2043,1.7517,2.2396,1.3643,441.1,1.3279,21.7,0.7698,1.1158,1.7517,1008.93,457.5,459.15,0.8585,18.28,3.2476,16.5,16.5,1.7816,1.7816,70.85,35.36,56.46,58.79,49.11,41.94,71.6,45.72,44.04
1033,2.3442,3.2682,10.5,2.9541,1369.2,1377.75,446.66,454.5,18.87,3.2682,1377.75,446.66,136,130,2.4605,1.8857,1.9081,1.534,0.7712,440.17,2.2602,20.87,0.3462,1.4944,1.9081,1377.75,446.66,454.5,0.6445,21.04,3.2682,10.5,10.5,2.9541,2.9541,71.91,68.78,65.57,46.71,74.05,58.61,65.65,58.6,74.87
1034,2.4479,2.9287,37.5,1.9987,1496.77,1402.36,442.56,443.99,18.68,2.9287,1402.36,442.56,137,130,2.3743,2.3154,1.9712,2.208,0.6887,444.07,1.9527,18.66,2.0376,2.7769,1.9712,1402.36,442.56,443.99,1.496,20.9,2.9287,37.5,37.5,1.9987,1.9987,64.47,74.99,74.47,72.03,41.13,42.21,55.33,42.05,66.71
1035,1.6053,3.1069,21.8,0.9906,886.11,883.44,445.86,451.67,18.83,3.1069,883.44,445.86,138,130,1.5509,2.3789,1.8394,1.8522,2.5353,440.7,0.781,19.62,0.218,0.3571,1.8394,883.44,445.86,451.67,2.4003,19.9,3.1069,21.8,21.8,0.9906,0.9906,34.24,37.31,61.25,64.68,31.11,77.8,46.14,78.21,56.13
1036,1.7501,2.9529,44.3,1.5618,1143.92,881.24,442.52,442.1,21.16,2.9529,881.24,442.52,139,130,2.3458,1.5719,1.5025,1.5473,1.4048,445.39,1.6575,19.1,1.4735,2.2325,1.5025,881.24,442.52,442.1,2.294,19.48,2.9529,44.3,44.3,1.5618,1.5618,40.76,47.27,79.99,51.4,60.44,51.11,58.51,39.39,63.43
1037,2.1476,3.0019,26.7,1.6592,903.29,940.73,452.05,448.23,18.76,3.0019,940.73,452.05,140,130,2.0269,2.0934,1.8662,2.1133,2.1139,450.06,2.4482,20.6,0.2747,2.2244,1.8662,940.73,452.05,448.23,0.8494,18.94,3.0019,26.7,26.7,1.6592,1.6592,50.6,71.86,55.68,57.69,52.65,66.29,51.12,71.11,71.84
1038,2.3997,3.1017,24.6,1.0214,1005.18,1049.44,441.54,453.52,21.89,3.1017,1049.44,441.54,141,130,1.548,2.3999,1.9656,1.5664,1.6719,453.66,0.1265,20.35,1.5974,0.4083,1.9656,1049.44,441.54,453.52,2.3677,21.63,3.1017,24.6,24.6,1.0214,1.0214,67.01,74.63,67.67,76.86,58.23,48.04,79.63,44.14,59.96
1039,1.7631,3.1471,36.1,1.8563,1486.86,1167.33,447.15,446.51,18.61,3.1471,1167.33,447.15,142,130,2.3058,2.0243,1.8802,2.2382,1.0707,452.13,2.7072,21.92,1.2317,2.701,1.8802,1167.33,447.15,446.51,2.309,18.06,3.1471,36.1,36.1,1.8563,1.8563,59.89,48.37,64,62.26,36.12,55.57,59.8,53.67,60.28
1040,2.0221,3.2244,14.7,1.2478,908.19,1127.88,454.44,441.2,18.7,3.2244,1127.88,454.44,143,130,1.8592,1.6167,2.3677,2.1641,2.5848,453.36,0.5564,20.28,2.3675,1.6764,2.3677,1127.88,454.44,441.2,2.3201,20.06,3.2244,14.7,14.7,1.2478,1.2478,78.3,38.25,33.57,78.79,48.77,34.36,34.25,50.17,44.48
1041,1.7322,3.0002,27.6,0.4956,968.76,995.2,444.84,453.63,18.21,3.0002,995.2,444.84,144,130,2.2861,2.1608,2.4968,2.0056,1.7025,445.25,0.924,18.61,0.8661,1.7318,2.4968,995.2,444.84,453.63,1.5979,19.67,3.0002,27.6,27.6,0.4956,0.4956,39.39,54.49,38.86,66.17,70.99,44.31,64.21,51.22,70.1
1042,1.8919,2.8311,41.9,0.2421,1409.3,827.44,451.72,440.02,20.92,2.8311,827.44,451.72,145,130,1.8087,1.5521,2.248,2.416,0.4709,458.27,0.4293,18.93,1.575,2.1228,2.248,827.44,451.72,440.02,2.0946,20.47,2.8311,41.9,41.9,0.2421,0.2421,70.73,44.24,47.51,64.01,78.94,68.13,46.82,71.22,69.56
1043,1.9473,3.3288,12.2,1.1997,1485.46,1499.68,454.87,449.73,18.59,3.3288,1499.68,454.87,146,130,1.6842,1.8972,2.4749,1.8523,2.1911,453.75,0.4649,20.96,0.3588,2.4726,2.4749,1499.68,454.87,449.73,0.6602,18,3.3288,12.2,12.2,1.1997,1.1997,56.64,35.76,63.97,68.95,74.21,65.54,38.97,42.97,70.78
1044,1.8203,2.8997,40.2,1.1209,1260.12,1185.6,442.03,454.61,20.65,2.8997,1185.6,442.03,147,130,1.7177,2.4177,2.1562,2.4657,0.4275,449.05,0.89,18.58,0.3148,2.2519,2.1562,1185.6,442.03,454.61,2.0755,19.84,2.8997,40.2,40.2,1.1209,1.1209,55.88,31.52,69.08,67.71,65.09,53.98,38.98,31.53,33.92
1045,1.5862,3.0259,13.7,0.7923,932.36,987.3,458.6,459.33,21.91,3.0259,987.3,458.6,148,130,2.3024,2.0093,1.797,1.5532,1.296,443,0.6198,18.49,2.3223,0.4063,1.797,987.3,458.6,459.33,2.3746,21.4,3.0259,13.7,13.7,0.7923,0.7923,77.98,65.37,30.07,63.16,71.51,45.73,32.45,54.36,36.32
1046,2.3338,2.9504,42.7,1.2194,954.51,1095.36,453.68,454.97,21.44,2.9504,1095.36,453.68,149,130,1.7766,1.981,2.4709,2.3252,2.0414,448.34,2.6569,20.91,2.4532,0.5842,2.4709,1095.36,453.68,454.97,0.5395,20.9,2.9504,42.7,42.7,1.2194,1.2194,57.34,52.41,69.05,61.94,59.15,32.28,34.81,73.78,50.98
1047,2.4593,3.2364,35.2,0.3323,1063.69,1355.97,440.87,452.01,18.83,3.2364,1355.97,440.87,150,130,1.7736,2.1043,2.4434,1.5048,2.8199,451.74,2.6455,18.5,2.2256,2.4784,2.4434,1355.97,440.87,452.01,1.2652,20.48,3.2364,35.2,35.2,0.3323,0.3323,79.6,75.44,50.17,75.93,39.86,53.8,63.65,62.48,69.09
1048,2.1046,2.9944,27.3,1.2671,822.64,1198.59,451.17,458.53,20.25,2.9944,1198.59,451.17,151,130,2.3341,1.886,2.4303,2.4123,0.0218,444.54,2.9152,18.34,2.5106,0.4797,2.4303,1198.59,451.17,458.53,1.7172,18.18,2.9944,27.3,27.3,1.2671,1.2671,74.74,57.99,76.55,79.26,47.04,40.79,59.25,56.37,34.77
1049,1.9179,3.2913,43.3,0.0906,1410.49,1027.04,455.68,454.81,18.57,3.2913,1027.04,455.68,152,130,2.4287,2.2577,1.7624,2.2973,2.8779,440.24,1.7074,18.72,2.9794,1.0148,1.7624,1027.04,455.68,454.81,2.5456,21.05,3.2913,43.3,43.3,0.0906,0.0906,31.76,54.87,76.94,72.94,44.94,65.96,51.51,39.18,47.45
1050,1.6224,2.928,10.5,1.6098,879.24,1156.54,453.32,446.88,21.72,2.928,1156.54,453.32,153,130,1.9862,1.5908,1.6186,2.3697,0.9335,445.43,1.5612,20.84,1.0631,2.8858,1.6186,1156.54,453.32,446.88,1.8088,21.74,2.928,10.5,10.5,1.6098,1.6098,50.67,59.72,65.83,72.79,47.63,32.4,41.68,45.02,31.92
1051,1.8639,3.3446,14.2,1.1025,1266.6,924.96,456.02,443.07,19.95,3.3446,924.96,456.02,103,131,1.9461,1.6314,2.2604,2.1107,0.2863,456.69,0.2071,20.99,0.7507,2.637,2.2604,924.96,456.02,443.07,0.465,18.56,3.3446,14.2,14.2,1.1025,1.1025,31.95,42.19,34.94,32.33,78.95,51.66,45.82,69.16,77.11
1052,2.2654,3.145,20.2,0.9958,1210.83,814.05,445.8,457.28,18.94,3.145,814.05,445.8,104,131,2.0579,2.0634,1.9162,2.2443,1.8631,449.98,1.4658,18.37,2.5542,0.3868,1.9162,814.05,445.8,457.28,1.4516,19.67,3.145,20.2,20.2,0.9958,0.9958,33.74,52.13,67.22,47.25,69.83,40.05,77.23,54.66,72.16
1053,2.121,3.2446,20,2.3074,1303.09,1416.67,459.16,447.19,19.48,3.2446,1416.67,459.16,105,131,2.2168,1.9062,2.3953,2.0618,2.7939,441.86,2.032,18.14,2.5101,0.9351,2.3953,1416.67,459.16,447.19,2.223,19.14,3.2446,20,20,2.3074,2.3074,38.75,72.89,52.12,31.59,66.12,68.87,49.49,56.08,38.14
1054,2.3068,3.2581,49.3,1.8669,837.73,1457.15,453.48,455.88,19.89,3.2581,1457.15,453.48,106,131,2.4399,2.0134,1.9527,2.2379,1.0188,441.15,2.913,18.45,2.477,0.1219,1.9527,1457.15,453.48,455.88,0.3233,19.99,3.2581,49.3,49.3,1.8669,1.8669,75.92,60.48,31.87,74.19,75.09,76.73,77.51,54.47,48.94
1055,2.1587,3.3768,44.6,0.2119,1445.89,1487.21,442.16,453.15,21.1,3.3768,1487.21,442.16,107,131,1.6798,1.9104,2.0362,1.8943,0.5597,458.5,0.1967,19.8,1.6333,2.1009,2.0362,1487.21,442.16,453.15,2.884,18.87,3.3768,44.6,44.6,0.2119,0.2119,52.78,67.65,72.55,37.16,60.82,31.5,60.53,41.28,58.56
1056,2.1802,3.0822,31.7,0.2087,904,1239.98,456.05,452.75,18.22,3.0822,1239.98,456.05,108,131,2.4594,2.1616,2.122,1.7924,1.6932,445.87,1.4096,21.78,2.5937,2.8498,2.122,1239.98,456.05,452.75,2.692,18.94,3.0822,31.7,31.7,0.2087,0.2087,43.49,32.94,63.89,56.27,43.63,40.67,68.49,61.31,57.17
1057,1.5373,3.4891,44.1,0.6121,1146.88,866.89,448,449.72,18.04,3.4891,866.89,448,109,131,2.4213,1.6974,2.3545,2.4555,2.684,455.18,1.2318,18.3,0.3743,2.3803,2.3545,866.89,448,449.72,1.1426,18.09,3.4891,44.1,44.1,0.6121,0.6121,40.92,41.06,53.42,79.17,49.79,77.23,43.75,62.82,78.89
1058,1.7342,2.967,33.1,1.9689,983.97,981.63,448.85,457.5,20.01,2.967,981.63,448.85,110,131,1.5836,1.8001,1.8685,2.1313,1.044,450.26,1.0955,18.53,2.7029,1.2153,1.8685,981.63,448.85,457.5,1.4126,19.68,2.967,33.1,33.1,1.9689,1.9689,58.2,56.69,60.79,52.09,46.34,66.02,68.84,32.72,39.43
1059,1.6138,3.3611,14.6,1.1782,1085.26,1226.05,451.2,452.79,19.92,3.3611,1226.05,451.2,111,131,2.112,2.0977,1.8323,2.2844,0.2499,458.38,1.9636,20.12,2.2302,1.4364,1.8323,1226.05,451.2,452.79,2.0404,21.91,3.3611,14.6,14.6,1.1782,1.1782,69.57,76.23,78.79,47.33,48.77,35.87,54.33,73.83,63.67
1060,2.4701,3.1902,28.7,0.3951,1404.75,980.33,443.38,458.52,20.68,3.1902,980.33,443.38,112,131,2.493,1.643,2.002,1.7021,2.9647,447.17,0.5838,19.5,0.0896,0.8917,2.002,980.33,443.38,458.52,0.5665,20.77,3.1902,28.7,28.7,0.3951,0.3951,67.32,73.06,62.43,73.19,70.67,65.35,51.22,75.04,34.72
1061,1.5855,3.0058,30.3,1.3534,1378.55,809.84,455.33,451.3,20.07,3.0058,809.84,455.33,134,131,2.3371,2.0794,2.1555,2.1222,1.4777,443.58,2.3379,20.09,0.888,2.5383,2.1555,809.84,455.33,451.3,1.6995,19.19,3.0058,30.3,30.3,1.3534,1.3534,54.48,68.55,45.79,60.57,67.34,62.8,30.11,72.49,46.74
1062,1.836,3.2141,38.7,2.3704,1086.93,1162.26,456.65,440.51,19.92,3.2141,1162.26,456.65,135,131,2.162,1.9534,2.156,1.5034,1.9423,450.97,1.7012,20.06,2.2599,1.2286,2.156,1162.26,456.65,440.51,1.5233,20.4,3.2141,38.7,38.7,2.3704,2.3704,35.25,64.39,67.33,38.77,78.93,76.14,71.15,53.63,54.9
1063,2.009,3.0128,47.2,2.2701,1283.66,1274.68,447.61,444.7,21.96,3.0128,1274.68,447.61,136,131,1.6782,1.6481,1.699,1.7664,1.9148,453.49,0.1598,18.9,1.5491,1.5607,1.699,1274.68,447.61,444.7,2.9876,19.82,3.0128,47.2,47.2,2.2701,2.2701,34.41,58.31,60.38,35.07,33.64,49.45,53.18,36.84,37.39
1064,2.3112,3.496,25.1,1.5357,1469.24,1447.38,459.87,455.3,18.07,3.496,1447.38,459.87,137,131,2.1922,1.7892,1.7389,1.897,1.043,457.83,0.7064,20.82,0.4807,0.9539,1.7389,1447.38,459.87,455.3,1.4043,18.72,3.496,25.1,25.1,1.5357,1.5357,61.08,77.14,48.76,68.36,33.76,59.29,65.69,73.58,35.68
1065,2.482,3.1822,36.9,1.8472,1196.85,980.99,457.15,452.32,21.19,3.1822,980.99,457.15,138,131,1.7675,1.9106,1.8108,2.175,1.1482,456.5,1.7135,21.14,0.4436,2.0198,1.8108,980.99,457.15,452.32,1.1064,20.11,3.1822,36.9,36.9,1.8472,1.8472,43.52,76.46,36.44,62.69,74.61,38.11,49.93,44.48,65.37
1066,2.0254,2.8281,34.6,1.644,1267.35,1194.39,441.2,441.51,19.35,2.8281,1194.39,441.2,139,131,2.0198,1.5952,1.5483,2.1789,1.8194,450.03,1.4468,20.53,2.0965,2.1335,1.5483,1194.39,441.2,441.51,2.5689,18.04,2.8281,34.6,34.6,1.644,1.644,35.67,43.25,58.65,57.42,49.05,44.4,66.84,78.77,53.57
1067,1.9365,3.1417,30.6,2.1734,970.26,1020.6,457.81,448.91,20.79,3.1417,1020.6,457.81,140,131,1.9951,1.8062,1.9774,2.2444,0.015,444.98,1.7551,19.16,2.077,1.6218,1.9774,1020.6,457.81,448.91,2.4162,21.82,3.1417,30.6,30.6,2.1734,2.1734,34.18,58.74,64.62,69.61,60.8,53.78,64.58,47.59,65.42
1068,1.8247,3.328,46.1,2.0452,1391.79,1481.8,452.01,456.76,21.19,3.328,1481.8,452.01,141,131,2.2696,1.7663,1.8442,1.8589,0.3997,443.65,0.8542,20.5,2.6591,0.3503,1.8442,1481.8,452.01,456.76,0.5754,21.55,3.328,46.1,46.1,2.0452,2.0452,57.51,56.05,72.91,46.19,30.03,40.34,50.86,57.28,45.54
1069,2.3277,3.2114,20.7,0.905,1002.82,897.55,447.28,453.17,20.01,3.2114,897.55,447.28,142,131,1.7973,2.489,2.255,1.6669,0.3866,444.26,2.3668,19.09,2.8792,1.3496,2.255,897.55,447.28,453.17,2.6651,18.44,3.2114,20.7,20.7,0.905,0.905,30.36,42.98,36.67,70.17,56.21,44.74,41.56,75.97,76.94
1070,2.4525,3.026,45.3,0.7999,1234.98,1213.81,442.43,443.9,21.34,3.026,1213.81,442.43,143,131,2.2233,1.632,1.8425,1.6827,0.0506,448.46,1.4123,18.28,1.7624,2.7734,1.8425,1213.81,442.43,443.9,1.9103,20.88,3.026,45.3,45.3,0.7999,0.7999,63.5,60.04,68.48,39.77,58.27,64.98,33.14,30.97,49.99
1071,1.5647,3.1367,26,2.1744,1044.27,1487.27,444.18,451.7,18.78,3.1367,1487.27,444.18,144,131,1.6415,1.5909,1.596,1.7605,0.0499,447.32,0.3163,20.07,2.2217,2.2715,1.596,1487.27,444.18,451.7,1.8151,19.82,3.1367,26,26,2.1744,2.1744,54.76,40.81,48.89,60.55,52.44,55.76,59.7,69.21,55.49
1072,1.7238,3.4509,45.4,0.039,957.66,820.23,450.38,456.81,18.75,3.4509,820.23,450.38,145,131,1.8954,1.6524,2.1437,2.3076,1.2782,450.93,1.6914,19.54,0.6517,2.6334,2.1437,820.23,450.38,456.81,0.7252,21.28,3.4509,45.4,45.4,0.039,0.039,63.68,38.84,70.04,73.2,77.61,57.26,77.78,48.44,43.5
1073,1.6272,3.3709,30.2,1.5159,1003.37,1287.67,448.66,442.13,20.41,3.3709,1287.67,448.66,146,131,2.0378,2.2006,2.098,2.1038,1.3411,443.7,1.7385,21.06,1.1969,0.2671,2.098,1287.67,448.66,442.13,2.5389,21.14,3.3709,30.2,30.2,1.5159,1.5159,36.52,44.47,49.83,74.4,41.14,60.39,62.39,32.33,65.07
1074,1.6446,3.0659,18.4,1.8235,1269.56,1045.97,441.03,447.43,20.81,3.0659,1045.97,441.03,147,131,2.0543,1.6648,2.0924,1.667,1.0873,446.5,0.5976,20.18,0.6444,0.7401,2.0924,1045.97,441.03,447.43,1.5442,20.62,3.0659,18.4,18.4,1.8235,1.8235,64.54,47.72,66.5,74.76,59.65,30.16,41.05,68.54,42.51
1075,2.3633,3.4736,11.3,2.4726,899.16,1428.27,454.05,458.33,20.43,3.4736,1428.27,454.05,148,131,1.8694,2.4172,1.6349,2.4173,0.9221,446.92,0.2859,21.12,1.4956,1.4117,1.6349,1428.27,454.05,458.33,2.144,21.24,3.4736,11.3,11.3,2.4726,2.4726,67.28,57.06,76.94,43.94,54.79,46.16,54.28,41.45,73.7
1076,2.1242,3.1079,30.2,1.7025,1166.9,1324.86,450.97,440.15,18.66,3.1079,1324.86,450.97,149,131,2.2825,1.8725,1.9921,1.8087,1.132,448.48,2.9931,21.74,1.208,0.2162,1.9921,1324.86,450.97,440.15,1.0409,20.21,3.1079,30.2,30.2,1.7025,1.7025,49.85,57.81,69.09,61.68,54.89,38.94,32.88,64.38,41.93
1077,1.6623,3.246,32.4,0.6511,1241.14,1084.23,455.51,458.09,21.81,3.246,1084.23,455.51,150,131,1.7873,2.242,1.5157,1.7179,0.8893,450.72,1.3968,21.26,2.8184,1.272,1.5157,1084.23,455.51,458.09,1.8733,21.25,3.246,32.4,32.4,0.6511,0.6511,75.97,72.91,50.66,34.12,56.96,67.94,32.5,54.97,48.33
1078,1.6332,2.8635,14.6,1.143,1169.13,1203.83,459.14,448.4,19.92,2.8635,1203.83,459.14,151,131,2.2144,2.0624,1.628,2.301,0.0316,445.4,1.7623,19.69,2.978,0.8521,1.628,1203.83,459.14,448.4,2.99,19.64,2.8635,14.6,14.6,1.143,1.143,54.12,79.69,78.48,53.44,41.74,50.13,65.08,52.14,56.78
1079,2.1178,3.3201,28.7,1.1113,823.71,1229.18,456.44,450.42,21.49,3.3201,1229.18,456.44,152,131,2.4651,1.7838,1.5905,2.2447,2.0075,444.37,2.362,19.99,0.127,2.822,1.5905,1229.18,456.44,450.42,0.9726,18.64,3.3201,28.7,28.7,1.1113,1.1113,43.73,67.29,71.28,77.96,59.84,33.5,30.26,40.75,58.3
1080,2.0206,3.2193,40.6,1.6307,1377.95,1023.83,443.16,458.46,19.26,3.2193,1023.83,443.16,153,131,1.8731,2.1334,2.0737,1.7037,0.859,449.84,2.0467,21.49,0.9078,2.2377,2.0737,1023.83,443.16,458.46,1.9041,21.89,3.2193,40.6,40.6,1.6307,1.6307,55.57,46.13,73.46,79.05,71.26,70.35,36.66,35.35,61.61
1081,2.2825,3.425,26.5,0.1853,803.49,1377.02,451.68,445.77,20.36,3.425,1377.02,451.68,103,132,1.6689,1.8672,2.2448,1.9228,2.0497,449.97,1.1117,21.94,2.3328,0.0313,2.2448,1377.02,451.68,445.77,1.5334,21.83,3.425,26.5,26.5,0.1853,0.1853,52.36,33.57,37.05,33.57,35.12,76.46,74.96,58.72,35.72
1082,1.8089,3.0223,20,1.3977,1301.08,826.87,452.03,451.56,21.58,3.0223,826.87,452.03,104,132,1.6598,2.1379,2.0911,2.3464,0.7115,445.38,0.6305,20.26,2.4727,2.649,2.0911,826.87,452.03,451.56,1.743,21.89,3.0223,20,20,1.3977,1.3977,43.38,75.45,75.93,74.15,74.44,61.17,40.53,49.17,69.28
1083,1.5604,3.124,40.1,1.8001,835.94,1325.63,440.12,440.13,19.84,3.124,1325.63,440.12,105,132,2.0725,1.716,1.9265,2.3981,0.2794,448.76,0.59,21.68,2.7703,2.4362,1.9265,1325.63,440.12,440.13,2.8877,21.99,3.124,40.1,40.1,1.8001,1.8001,57.92,69.18,50.27,73.63,66.36,42.3,72.92,69.37,73.87
1084,2.0345,3.4711,47.3,0.8178,1348.75,1271.12,458.05,457.9,19.17,3.4711,1271.12,458.05,106,132,1.5128,1.5247,1.9316,2.3328,2.8849,456.87,1.4492,18.94,0.657,1.6299,1.9316,1271.12,458.05,457.9,0.1026,19.22,3.4711,47.3,47.3,0.8178,0.8178,71.64,53.92,78.59,41.66,65.3,30.34,64.89,67.17,70.72
1085,2.478,2.887,41.9,2.114,1482.35,999.7,454.51,444.76,19.18,2.887,999.7,454.51,107,132,2.1899,1.9358,1.9135,1.8232,2.1761,444.02,1.8081,21,2.3356,0.8868,1.9135,999.7,454.51,444.76,0.8073,18.58,2.887,41.9,41.9,2.114,2.114,52.07,40.34,40.58,74.37,36.12,63.85,70.47,73.42,54.73
1086,1.9196,2.8412,15.4,0.3739,878,1024.69,458.3,449.35,18.36,2.8412,1024.69,458.3,108,132,2.0562,2.2118,1.5737,1.617,1.3919,451.37,0.23,19.28,0.3595,1.4226,1.5737,1024.69,458.3,449.35,0.1588,18.54,2.8412,15.4,15.4,0.3739,0.3739,32.6,54.29,76.39,35.93,70.15,44.66,55.39,74.53,62.92
